Date,ppt,tmean,tmax,tmin,J,PET,RA,q_cfs,q_m3day,q_m,q_mm
1990-11-05,0,12.80317172,18.64294812,6.965302703,309,0.4357108031,18.11450249,1.7,4159.728122,0.0002481158829,0.2481158829
1990-11-06,0,7.921741674,13.11760961,2.726932221,310,0.3419266817,17.93010582,1.6,3915.038233,0.000233520831,0.233520831
1990-11-07,0,7.584342966,13.38911943,1.780051781,311,0.3530743942,17.74899589,1.5,3670.348343,0.000218925779,0.218925779
1990-11-08,0,11.9602397,18.83617942,5.085298836,312,0.4459968387,17.57123408,1.5,3670.348343,0.000218925779,0.218925779
1990-11-09,0,14.51973747,20.0043749,9.03574905,313,0.4282951344,17.39688005,1.5,3670.348343,0.000218925779,0.218925779
1990-11-10,0,16.29606025,24.06443841,8.529167454,314,0.5324461456,17.22599178,1.5,3670.348343,0.000218925779,0.218925779
1990-11-11,0,17.00536686,25.04374926,8.967119581,315,0.5475396707,17.05862549,1.5,3670.348343,0.000218925779,0.218925779
1990-11-12,0,16.16590484,22.82480085,9.508477781,316,0.4816340234,16.89483569,1.5,3670.348343,0.000218925779,0.218925779
1990-11-13,0,15.87790481,23.66441855,8.092179203,317,0.5115236563,16.73467518,1.5,3670.348343,0.000218925779,0.218925779
1990-11-14,11.30877682,9.281052532,15.06578889,3.497330583,318,0.3512112037,16.57819498,1.5,3670.348343,0.000218925779,0.218925779
1990-11-15,0.7359004045,6.025824988,9.542538027,2.510051781,319,0.2386972185,16.42544442,1.5,3670.348343,0.000218925779,0.218925779
1990-11-16,0,9.596925116,16.62360897,2.571709173,320,0.3844655514,16.27647111,1.5,3670.348343,0.000218925779,0.218925779
1990-11-17,0,9.923362836,14.75794042,5.090238996,321,0.3198197587,16.13132094,1.5,3670.348343,0.000218925779,0.218925779
1990-11-18,0,8.683873287,13.19446226,4.173812806,322,0.2925349356,15.99003808,1.5,3670.348343,0.000218925779,0.218925779
1990-11-19,0,8.450561934,13.0360914,3.866577651,323,0.2898290258,15.85266505,1.5,3670.348343,0.000218925779,0.218925779
1990-11-20,0.01886852635,4.922932608,8.584139632,1.262860516,324,0.2222886647,15.71924267,1.5,3670.348343,0.000218925779,0.218925779
1990-11-21,0.2838326606,4.008414647,7.298525679,0.7202270724,325,0.2005624144,15.58981012,1.5,3670.348343,0.000218925779,0.218925779
1990-11-22,0,6.231737369,11.20088834,1.263509985,326,0.2694524465,15.46440494,1.5,3670.348343,0.000218925779,0.218925779
1990-11-23,0,8.821016644,15.09217506,2.551446282,327,0.3326794163,15.34306307,1.5,3670.348343,0.000218925779,0.218925779
1990-11-24,0,13.37359846,20.17551349,6.572286943,328,0.4026395176,15.22581885,1.5,3670.348343,0.000218925779,0.218925779
1990-11-25,3.368697278,11.63336701,19.8873627,3.380386467,329,0.4156652819,15.11270508,2.5,6117.247239,0.0003648762984,0.3648762984
1990-11-26,24.05921539,4.057653553,8.698015946,-0.5817529863,330,0.2297734585,15.003753,2.5,6117.247239,0.0003648762984,0.3648762984
1990-11-27,0.6305896718,2.598215243,6.529206986,-1.330852612,331,0.1959701041,14.89899236,2.1,5138.487681,0.0003064960906,0.3064960906
1990-11-28,0,4.920410624,9.933027765,-0.09075298758,332,0.244836444,14.79845143,1.8,4404.418012,0.0002627109348,0.2627109348
1990-11-29,0,7.604872819,13.66353807,1.547191226,333,0.2990279386,14.70215704,1.7,4159.728122,0.0002481158829,0.2481158829
1990-11-30,0,7.121757276,12.11205186,2.131888497,334,0.2645632638,14.61013459,1.6,3915.038233,0.000233520831,0.233520831
1990-12-01,0,6.401298899,11.90908775,0.8945099505,335,0.2682804808,14.5224081,1.5,3670.348343,0.000218925779,0.218925779
1990-12-02,0,3.967486249,9.278868614,-1.342896426,336,0.2355979915,14.43900025,1.5,3670.348343,0.000218925779,0.218925779
1990-12-03,0,6.128844975,13.71987626,-1.460322714,337,0.3079219857,14.35993237,1.5,3670.348343,0.000218925779,0.218925779
1990-12-04,0,8.152944322,13.25576496,3.051534004,338,0.2723903275,14.28522454,1.5,3670.348343,0.000218925779,0.218925779
1990-12-05,1.407322714,5.727841016,10.97902388,0.4771872703,339,0.2492792987,14.21489554,1.5,3670.348343,0.000218925779,0.218925779
1990-12-06,0,8.662873091,14.81459732,2.512163345,340,0.3020542572,14.14896296,1.5,3670.348343,0.000218925779,0.218925779
1990-12-07,0,10.72694846,16.37510762,5.079729129,341,0.3106459701,14.08744315,1.4,3425.658454,0.0002043307271,0.2043307271
1990-12-08,0,11.53680552,16.7792983,6.295900385,342,0.306521004,14.03035133,1.4,3425.658454,0.0002043307271,0.2043307271
1990-12-09,0,12.29929562,19.02584901,5.573741144,343,0.3549074388,13.97770155,1.4,3425.658454,0.0002043307271,0.2043307271
1990-12-10,23.01260561,10.06303268,15.88499982,4.241685296,344,0.3046002629,13.92950677,2.6,6361.937128,0.0003794713503,0.3794713503
1990-12-11,20.1678686,5.264840998,7.385976125,3.145039945,345,0.1516978457,13.88577883,2.7,6606.627018,0.0003940664023,0.3940664023
1990-12-12,0,3.51487275,5.899844774,1.130944179,346,0.1482383664,13.84652854,2.2,5383.17757,0.0003210911426,0.3210911426
1990-12-13,0,4.442578053,8.532163187,0.3543107716,347,0.2020606724,13.81176563,1.9,4649.107901,0.0002773059868,0.2773059868
1990-12-14,0,1.579394492,5.824450229,-2.665585583,348,0.1789860786,13.78149883,1.8,4404.418012,0.0002627109348,0.2627109348
1990-12-15,12.47321899,2.153366615,5.928852528,-1.620529893,349,0.1734536961,13.75573586,3.2,7830.076466,0.0004670416619,0.4670416619
1990-12-16,13.38516304,2.768083803,6.566446179,-1.02927891,350,0.1790682618,13.73448343,2.7,6606.627018,0.0003940664023,0.3940664023
1990-12-17,0,3.482657572,7.499669271,-0.5329601576,351,0.1903116428,13.71774731,2.3,5627.86746,0.0003356861945,0.3356861945
1990-12-18,0,7.066255281,12.8026098,1.330900388,352,0.2654900193,13.70553226,2,4893.797791,0.0002919010387,0.2919010387
1990-12-19,8.05085664,2.444223192,7.286888501,-2.397577714,353,0.1984810064,13.69784212,2.1,5138.487681,0.0003064960906,0.3064960906
1990-12-20,6.427159319,-4.532306982,-1.080852614,-7.98468526,354,0.1098045305,13.69467976,2.2,5383.17757,0.0003210911426,0.3210911426
1990-12-21,1.928175301,-6.36370963,-1.190768899,-11.53676932,355,0.1158762672,13.6960471,2.1,5138.487681,0.0003064960906,0.3064960906
1990-12-22,0,-6.937868876,-1.312390472,-12.56433094,356,0.1148256239,13.70194512,2.3,5627.86746,0.0003356861945,0.3356861945
1990-12-23,0,-3.696410516,2.934589715,-10.32786473,357,0.1619877199,13.71237385,1.9,4649.107901,0.0002773059868,0.2773059868
1990-12-24,0,-1.217274971,4.749665473,-7.18576077,358,0.1808792928,13.72733237,1.8,4404.418012,0.0002627109348,0.2627109348
1990-12-25,0,2.490354596,8.435824662,-3.454541809,359,0.2212163901,13.7468188,1.8,4404.418012,0.0002627109348,0.2627109348
1990-12-26,0,5.897454514,12.30957796,-0.5146533882,360,0.2687851878,13.77083028,1.8,4404.418012,0.0002627109348,0.2627109348
1990-12-27,0,6.726358891,13.02164913,0.4329482014,361,0.2761915653,13.79936298,1.8,4404.418012,0.0002627109348,0.2627109348
1990-12-28,0.1607888408,4.953167562,11.10440639,-1.197087651,362,0.2538905578,13.83241207,1.7,4159.728122,0.0002481158829,0.2481158829
1990-12-29,1.15909165,-0.2148007988,4.215573823,-4.64558566,363,0.1669921209,13.86997172,1.7,4159.728122,0.0002481158829,0.2481158829
1990-12-30,0,1.434840709,6.881486154,-4.010820786,364,0.2031267076,13.91203506,1.6,3915.038233,0.000233520831,0.233520831
1990-12-31,0,4.477585901,10.12491645,-1.168880477,365,0.2403574738,13.95859417,1.6,3915.038233,0.000233520831,0.233520831
1991-01-01,0,5.513685658,11.8440242,-0.8165179205,1,0.2672956559,14.00964005,1.5,3670.348343,0.000218925779,0.218925779
1991-01-02,0,8.041701782,14.70485282,1.379928336,2,0.3051589288,14.0651626,1.5,3670.348343,0.000218925779,0.218925779
1991-01-03,0,8.002884992,12.42310755,3.584055766,3,0.2492252433,14.1251506,1.5,3670.348343,0.000218925779,0.218925779
1991-01-04,0,8.867143772,13.99322731,3.741983969,4,0.2786522203,14.18959167,1.5,3670.348343,0.000218925779,0.218925779
1991-01-05,0,7.353633786,13.11745406,1.591251015,5,0.2800558814,14.25847226,1.5,3670.348343,0.000218925779,0.218925779
1991-01-06,0,6.912107861,12.33868559,1.486179274,6,0.268350686,14.33177758,1.6,3915.038233,0.000233520831,0.233520831
1991-01-07,24.89750627,3.785195364,7.225266914,0.347063746,7,0.1876160454,14.40949159,2.7,6606.627018,0.0003940664023,0.3940664023
1991-01-08,20.59159327,4.875864644,8.285147587,1.467597595,8,0.1973431726,14.491597,3,7340.696686,0.0004378515581,0.4378515581
1991-01-09,1.474541856,3.317625585,6.192944382,0.4423665356,9,0.1697965456,14.57807518,2.9,7096.006797,0.0004232565061,0.4232565061
1991-01-10,0.8362470124,4.127749107,6.734386478,1.521717131,10,0.1689078011,14.66890615,2.5,6117.247239,0.0003648762984,0.3648762984
1991-01-11,0.457147418,6.166980515,9.332553734,3.002406385,11,0.2047642436,14.76406855,2.5,6117.247239,0.0003648762984,0.3648762984
1991-01-12,39.37688899,6.212761174,8.019737103,4.407255005,12,0.1560253027,14.8635396,7.4,18107.05183,0.001080033843,1.080033843
1991-01-13,34.79719977,8.867741703,10.54571307,7.190709348,13,0.1681527211,14.96729506,8.6,21043.3305,0.001255174466,1.255174466
1991-01-14,4.078984055,9.684028253,13.02338611,6.346609611,14,0.2462395853,15.07530923,5.6,13702.63381,0.0008173229084,0.8173229084
1991-01-15,0.9417490363,10.09462571,14.54986876,5.640458156,15,0.29084441,15.18755485,4.2,10276.97536,0.0006129921813,0.6129921813
1991-01-16,0.7686454248,7.138450678,11.12876078,3.149095571,16,0.2479674558,15.30400313,3.4,8319.456245,0.0004962317658,0.4962317658
1991-01-17,0,10.78319963,17.09422724,4.473155423,17,0.3602478308,15.42462367,2.9,7096.006797,0.0004232565061,0.4232565061
1991-01-18,0,14.01666589,20.44185259,7.59253795,18,0.4078830776,15.54938448,2.7,6606.627018,0.0003940664023,0.3940664023
1991-01-19,0.4616135358,8.083996581,14.22090034,1.948075684,19,0.326985935,15.6782519,2.5,6117.247239,0.0003648762984,0.3648762984
1991-01-20,0,10.78395685,17.57875633,3.99056566,20,0.3831735951,15.8111906,2.3,5627.86746,0.0003356861945,0.3356861945
1991-01-21,0,8.38774914,14.22795636,2.547601613,21,0.3282953303,15.94816355,2.1,5138.487681,0.0003064960906,0.3064960906
1991-01-22,0,7.820291137,14.22014724,1.421494003,22,0.3391771976,16.089132,2,4893.797791,0.0002919010387,0.2919010387
1991-01-23,0,10.86008416,17.90205215,3.819055642,23,0.401587196,16.23405543,1.9,4649.107901,0.0002773059868,0.2773059868
1991-01-24,0,8.645243517,15.44113534,1.85094023,24,0.3673489551,16.38289155,1.8,4404.418012,0.0002627109348,0.2627109348
1991-01-25,0,8.074621486,15.56793239,0.5822948112,25,0.3809424014,16.53559631,1.8,4404.418012,0.0002627109348,0.2627109348
1991-01-26,0,7.741530489,14.10383251,1.380151403,26,0.3497782004,16.69212382,1.7,4159.728122,0.0002481158829,0.2481158829
1991-01-27,0,7.195036297,13.55638234,0.8347649256,27,0.3455534331,16.85242639,1.7,4159.728122,0.0002481158829,0.2481158829
1991-01-28,0,7.051358932,13.42753403,0.6762589434,28,0.3473152576,17.0164545,1.7,4159.728122,0.0002481158829,0.2481158829
1991-01-29,0,6.044745371,12.12441045,-0.03437448771,29,0.3286198855,17.18415679,1.6,3915.038233,0.000233520831,0.233520831
1991-01-30,0,10.19065806,17.16105596,3.220350659,30,0.4171766082,17.35548005,1.6,3915.038233,0.000233520831,0.233520831
1991-01-31,0,6.704557983,12.15657395,1.253601577,31,0.3262407662,17.53036923,1.5,3670.348343,0.000218925779,0.218925779
1991-02-01,0,7.903621793,13.08731499,2.720003945,32,0.337088206,17.70876746,1.7,4159.728122,0.0002481158829,0.2481158829
1991-02-02,81.70377933,6.432538109,10.33000813,2.535916237,33,0.2783779264,17.89061599,33,80747.66355,0.004816367139,4.816367139
1991-02-03,44.02274064,7.548546168,9.144183022,5.954258852,34,0.1882217918,18.07585429,20,48937.97791,0.002919010387,2.919010387
1991-02-04,9.788645262,7.484271067,10.23246207,4.736868543,35,0.2489954779,18.26441995,22,53831.7757,0.003210911426,3.210911426
1991-02-05,42.64143159,6.569793127,8.972928568,4.167143357,36,0.2267802831,18.45624881,32,78300.76466,0.004670416619,4.670416619
1991-02-06,5.158960077,8.771482612,13.34374079,4.200753036,37,0.344664231,18.65127487,19,46491.07901,0.002773059868,2.773059868
1991-02-07,0,10.63918349,15.77816718,5.501199201,38,0.3952534708,18.84943041,13,31809.68564,0.001897356752,1.897356752
1991-02-08,0,11.29302848,17.58439085,5.001800726,39,0.452180155,19.05064592,10,24468.98895,0.001459505194,1.459505194
1991-02-09,0,10.41754658,16.84649059,3.989071575,40,0.4480888424,19.25485021,8.7,21288.02039,0.001269769518,1.269769518
1991-02-10,0,10.16028718,17.26064079,3.060948303,41,0.4716238294,19.46197036,7.4,18107.05183,0.001080033843,1.080033843
1991-02-11,0,12.12889296,18.11220296,6.146505878,42,0.4684189993,19.67193183,6.3,15415.46304,0.0009194882719,0.9194882719
1991-02-12,0,10.39460993,16.3103346,4.479310665,43,0.4435302332,19.88465845,5.6,13702.63381,0.0008173229084,0.8173229084
1991-02-13,0,10.35985725,16.3424661,4.3781873,44,0.4502971211,20.10007247,5.1,12479.18437,0.0007443476487,0.7443476487
1991-02-14,0,14.06766189,20.96906424,7.166350701,45,0.5532778091,20.31809458,4.8,11745.1147,0.0007005624929,0.7005624929
1991-02-15,0,15.15591684,21.25693174,9.056824287,46,0.5437694822,20.53864403,4.4,10766.35514,0.0006421822852,0.6421822852
1991-02-16,0,11.21595652,17.56086092,4.871537896,47,0.4935663931,20.76163858,4.1,10032.28547,0.0005983971294,0.5983971294
1991-02-17,0.4610995944,7.852326904,12.52699586,3.179051774,48,0.3785845672,20.98699463,4,9787.595582,0.0005838020774,0.5838020774
1991-02-18,0,6.970100013,11.82439466,2.115880522,49,0.3765887872,21.21462723,3.8,9298.215803,0.0005546119736,0.5546119736
1991-02-19,0,9.438733253,14.75811961,4.120167344,50,0.4381861801,21.44445014,3.5,8564.146134,0.0005108268177,0.5108268177
1991-02-20,0,13.49943493,20.59545816,6.404940381,51,0.5878278095,21.67637592,3.3,8074.766355,0.0004816367139,0.4816367139
1991-02-21,0,13.45059406,20.19339875,6.708378419,52,0.5783098065,21.91031596,3.2,7830.076466,0.0004670416619,0.4670416619
1991-02-22,0.03798007949,10.24572962,17.25622322,3.236629425,53,0.5348858766,22.14618057,3.1,7585.386576,0.00045244661,0.45244661
1991-02-23,0,10.15214809,17.25688055,3.04894426,54,0.5424302168,22.383879,3.1,7585.386576,0.00045244661,0.45244661
1991-02-24,0,14.450909,21.41134299,7.491474051,55,0.6260999933,22.62331956,2.9,7096.006797,0.0004232565061,0.4232565061
1991-02-25,0,14.229957,21.33425922,7.126199261,56,0.6349091346,22.86440969,2.8,6851.316907,0.0004086614542,0.4086614542
1991-02-26,0,13.88392125,21.78811183,5.980199149,57,0.6694970099,23.10705597,2.7,6606.627018,0.0003940664023,0.3940664023
1991-02-27,0,11.837136,19.57667712,4.099047785,58,0.6262169648,23.35116426,2.7,6606.627018,0.0003940664023,0.3940664023
1991-02-28,5.686844605,9.370554316,13.27078881,5.471243047,59,0.4118235256,23.59663975,3.2,7830.076466,0.0004670416619,0.4670416619
1991-03-01,21.18167247,6.275677533,8.418390386,4.133828787,60,0.2732923643,23.84338704,8.9,21777.40017,0.001298959622,1.298959622
1991-03-02,40.20094003,4.921665582,6.317645419,3.525804901,61,0.210365115,24.09131019,38,92982.15803,0.005546119736,5.546119736
1991-03-03,86.1554629,6.132645597,8.329601482,3.937083728,62,0.2808028198,24.34031286,106,259371.2829,0.01547075505,15.47075505
1991-03-04,43.73245273,8.475139842,11.38447792,5.567195193,63,0.3584237303,24.59029832,154,376822.4299,0.02247637998,22.47637998
1991-03-05,26.22799184,5.084247243,10.2551713,-0.08513149797,64,0.4204391362,24.84116958,116,283840.2719,0.01693026025,16.93026025
1991-03-06,5.578840472,1.463270999,5.052330618,-2.124864498,65,0.2978412744,25.09282944,65,159048.4282,0.009486783758,9.486783758
1991-03-07,0.8199203202,2.894689467,7.986960141,-2.196051738,66,0.3849641303,25.34518059,46,112557.3492,0.00671372389,6.71372389
1991-03-08,0,6.499749453,13.63505585,-0.6349083701,67,0.540442185,25.5981257,38,92982.15803,0.005546119736,5.546119736
1991-03-09,0,9.210279377,16.38025956,2.04082865,68,0.6081486555,25.85156746,32,78300.76466,0.004670416619,4.670416619
1991-03-10,5.372111524,4.946163537,9.57920315,0.3135936334,69,0.4157224582,26.10540869,30,73406.96686,0.004378515581,4.378515581
1991-03-11,13.20700802,-0.05947809438,2.945426287,-3.064792947,70,0.2636801378,26.35955242,27,66066.27018,0.003940664023,3.940664023
1991-03-12,37.06723512,1.041023983,5.381438305,-3.297936379,71,0.3397700624,26.61390198,66,161495.3271,0.009632734278,9.632734278
1991-03-13,19.65983691,2.654263091,5.394549706,-0.08449403176,72,0.2958729304,26.86836106,65,159048.4282,0.009486783758,9.486783758
1991-03-14,0.6493745104,2.95079303,7.195768808,-1.292788825,73,0.3771503784,27.12283377,52,127238.7426,0.007589427007,7.589427007
1991-03-15,10.09811143,1.03917539,4.530430328,-2.45162554,74,0.3134518279,27.37722477,44,107663.5514,0.006421822852,6.421822852
1991-03-16,0,3.658303089,10.28795235,-2.969995999,75,0.4965521657,27.63143931,38,92982.15803,0.005546119736,5.546119736
1991-03-17,5.300936144,2.482322796,5.02948219,-0.06436652218,76,0.2935926412,27.88538331,35,85641.46134,0.005108268177,5.108268177
1991-03-18,16.05363293,1.612956276,3.403386445,-0.1764302847,77,0.2377157757,28.13896343,34,83194.56245,0.004962317658,4.962317658
1991-03-19,2.952091606,3.157418472,7.888816486,-1.571996068,78,0.4209467492,28.39208717,32,78300.76466,0.004670416619,4.670416619
1991-03-20,8.199665206,3.041482137,8.069091812,-1.98518725,79,0.4353871626,28.6446629,34,83194.56245,0.004962317658,4.962317658
1991-03-21,10.52462542,2.774685338,4.994266888,0.556027877,80,0.2880800122,28.89659995,39,95429.05692,0.005692070255,5.692070255
1991-03-22,17.48907952,2.782075782,6.971410537,-1.40631873,81,0.399379786,29.14780868,39,95429.05692,0.005692070255,5.692070255
1991-03-23,12.23215538,3.642745198,9.302271068,-2.015840644,82,0.4877709785,29.39820053,58,141920.1359,0.008465130123,8.465130123
1991-03-24,31.32935828,0.7584980478,3.483310824,-1.965314761,83,0.2953962498,29.6476881,71,173729.8216,0.01036248687,10.36248687
1991-03-25,10.8287095,0.9264940598,3.895254961,-2.041872494,84,0.3137532799,29.8961852,61,149260.8326,0.008902981681,8.902981681
1991-03-26,20.11941838,0.793031929,2.33891238,-0.7523625381,85,0.2266428818,30.1436069,55,134579.4393,0.008027278565,8.027278565
1991-03-27,3.153123464,1.757259005,4.850513835,-1.334585655,86,0.339967972,30.38986958,50,122344.9448,0.007297525968,7.297525968
1991-03-28,0,6.090072146,11.86543844,0.3153107432,87,0.5720777144,30.63489102,47,115004.2481,0.00685967441,6.85967441
1991-03-29,0,9.613331373,16.53015929,2.697502034,88,0.7241022996,30.8785904,45,110110.4503,0.006567773371,6.567773371
1991-03-30,0,13.00581713,20.03735494,5.974884578,89,0.8268816706,31.12088839,43,105216.6525,0.006275872332,6.275872332
1991-03-31,0,13.04223956,20.57079255,5.515231077,90,0.8632208379,31.36170715,41,100322.8547,0.005983971294,5.983971294
1991-04-01,0.3776215193,8.522411001,13.74957794,3.295864544,91,0.6185705163,31.60097041,39,95429.05692,0.005692070255,5.692070255
1991-04-02,1.321513971,7.557203485,12.69029083,2.425115571,92,0.5949307086,31.83860349,36,88088.36024,0.005254218697,5.254218697
1991-04-03,0,8.169191714,14.09313915,2.246772944,93,0.6593851945,32.07453332,33,80747.66355,0.004816367139,4.816367139
1991-04-04,0.1643426285,11.70457455,18.73041096,4.679402435,94,0.8218456681,32.3086885,31,75853.86576,0.0045244661,4.5244661
1991-04-05,0.9507808612,11.92539086,19.29199949,4.560235085,95,0.8539131036,32.54099931,30,73406.96686,0.004378515581,4.378515581
1991-04-06,19.87277367,9.476856631,14.58562553,4.369087668,96,0.6571567855,32.77139776,32,78300.76466,0.004670416619,4.670416619
1991-04-07,4.898111625,4.475498232,9.87973706,-0.9276653249,97,0.5558114153,32.99981754,30,73406.96686,0.004378515581,4.378515581
1991-04-08,0,4.62562565,10.66082058,-1.408175322,98,0.5953722282,33.22619416,28,68513.16907,0.004086614542,4.086614542
1991-04-09,0.3266175268,7.745474346,14.08354595,1.408478055,99,0.6997116609,33.45046483,26,63619.37128,0.003794713503,3.794713503
1991-04-10,0,5.264020274,11.97203163,-1.442537806,100,0.6542254917,33.67256859,24,58725.57349,0.003502812465,3.502812465
1991-04-11,0,3.674115656,9.936398316,-2.587243062,101,0.5923949546,33.89244623,22,53831.7757,0.003210911426,3.210911426
1991-04-12,0,6.286000218,14.50634273,-1.933872526,102,0.7661759316,34.11004037,21,51384.87681,0.003064960906,3.064960906
1991-04-13,0,11.08115629,18.87613986,3.286657429,103,0.9002695157,34.32529539,20,48937.97791,0.002919010387,2.919010387
1991-04-14,0,11.39330341,18.91810356,3.869697102,104,0.8996125367,34.5381575,19,46491.07901,0.002773059868,2.773059868
1991-04-15,0.6575219178,7.202968371,14.01929862,0.3876533601,105,0.7377862223,34.74857468,18,44044.18012,0.002627109348,2.627109348
1991-04-16,0.8669203161,4.710031952,9.365629428,0.05550994626,106,0.5522166241,34.95649672,17,41597.28122,0.002481158829,2.481158829
1991-04-17,0.06972908481,7.258960636,13.87969707,0.6387689209,107,0.7374322594,35.16187517,17,41597.28122,0.002481158829,2.481158829
1991-04-18,0,8.469215537,15.00011557,1.938844602,108,0.7722131415,35.36466338,16,39150.38233,0.00233520831,2.33520831
1991-04-19,0,8.99179725,15.10723927,2.877354513,109,0.7664104849,35.56481641,15,36703.48343,0.00218925779,2.18925779
1991-04-20,1.584358591,9.02086905,15.30127918,2.740533769,110,0.7818685103,35.7622911,15,36703.48343,0.00218925779,2.18925779
1991-04-21,2.125545713,7.371920709,11.14913154,3.595725037,111,0.5721364614,35.95704599,15,36703.48343,0.00218925779,2.18925779
1991-04-22,0,9.041295112,14.30842232,3.774593618,112,0.7243045493,36.14904132,14,34256.58454,0.002043307271,2.043307271
1991-04-23,0.4138207215,9.587367046,15.63325872,3.543414305,113,0.7958887232,36.33823901,13,31809.68564,0.001897356752,1.897356752
1991-04-24,5.538103544,6.753920637,10.36005947,3.149131481,114,0.5538979563,36.52460263,13,31809.68564,0.001897356752,1.897356752
1991-04-25,5.452358599,5.469430623,9.675071428,1.264772925,115,0.5697458531,36.70809736,14,34256.58454,0.002043307271,2.043307271
1991-04-26,11.822422,4.850055995,9.004558183,0.6956454011,116,0.5539396456,36.88868999,14,34256.58454,0.002043307271,2.043307271
1991-04-27,0,6.911191585,12.49200805,1.331239053,117,0.7037985898,37.06634886,13,31809.68564,0.001897356752,1.897356752
1991-04-28,0,10.1608451,17.25312386,3.069625471,118,0.9019690941,37.24104383,13,31809.68564,0.001897356752,1.897356752
1991-04-29,0,12.56786904,18.66082536,6.475031784,119,0.9121970238,37.41274626,12,29362.78675,0.001751406232,1.751406232
1991-04-30,0,14.16245055,21.48218006,6.843677298,120,1.05703538,37.58142897,12,29362.78675,0.001751406232,1.751406232
1991-05-01,8.617561602,7.511099857,13.17031083,1.852737022,121,0.7392625797,37.74706618,12,29362.78675,0.001751406232,1.751406232
1991-05-02,0.4781912408,6.304223378,10.63217922,1.977780854,122,0.6182854218,37.90963353,12,29362.78675,0.001751406232,1.751406232
1991-05-03,0.07999203506,8.768665682,13.61846621,3.92039435,123,0.7244576109,38.06910796,12,29362.78675,0.001751406232,1.751406232
1991-05-04,0,10.20786491,15.72158597,4.694613614,124,0.8176901951,38.22546773,11,26915.88785,0.001605455713,1.605455713
1991-05-05,0,12.66696057,18.78849417,6.546776886,125,0.9409538262,38.37869236,11,26915.88785,0.001605455713,1.605455713
1991-05-06,0,11.43894844,17.38555458,5.49287258,126,0.8935411332,38.52876258,11,26915.88785,0.001605455713,1.605455713
1991-05-07,0,11.45102447,17.12864209,5.773860455,127,0.8767909282,38.6756603,10,24468.98895,0.001459505194,1.459505194
1991-05-08,7.739067543,11.88539478,18.96665376,4.80513548,128,0.9974107406,38.81936858,10,24468.98895,0.001459505194,1.459505194
1991-05-09,2.526673254,6.330534057,11.18641455,1.474729062,129,0.6738443493,38.95987155,10,24468.98895,0.001459505194,1.459505194
1991-05-10,0,6.135319013,11.81646632,0.4548366539,130,0.7254918201,39.0971544,10,24468.98895,0.001459505194,1.459505194
1991-05-11,0,8.390076299,15.47814738,1.302868486,131,0.8897377866,39.23120333,9.9,24224.29907,0.001444910142,1.444910142
1991-05-12,0.2270119482,10.39239476,17.42280134,3.36206366,132,0.9570642075,39.3620055,9.8,23979.60918,0.00143031509,1.43031509
1991-05-13,2.155322667,9.534275397,13.33114736,5.737948127,133,0.6841163551,39.48954901,9.7,23734.91929,0.001415720038,1.415720038
1991-05-14,2.401382538,8.182458156,11.88855019,4.476880442,134,0.644485064,39.61382281,9.7,23734.91929,0.001415720038,1.415720038
1991-05-15,0,9.69732345,16.30988101,3.085370568,135,0.9138591707,39.73481672,9.3,22756.15973,0.00135733983,1.35733983
1991-05-16,9.35221924,12.24050277,19.26816337,5.213932343,136,1.032272554,39.85252137,9.2,22511.46984,0.001342744778,1.342744778
1991-05-17,7.918625393,9.687259427,15.38421944,3.9913585,137,0.8528574449,39.96692812,11,26915.88785,0.001605455713,1.605455713
1991-05-18,5.743689239,6.324581937,9.618119475,3.031589663,138,0.5707189843,40.07802908,9.8,23979.60918,0.00143031509,1.43031509
1991-05-19,0,6.397904753,11.02289246,1.774370542,139,0.6801654488,40.18581705,9.3,22756.15973,0.00135733983,1.35733983
1991-05-20,0,9.073378783,16.44585253,1.701709188,140,0.9562252917,40.29028547,8.9,21777.40017,0.001298959622,1.298959622
1991-05-21,0,10.92148268,16.92814726,4.915816695,141,0.9247781092,40.3914284,8.5,20798.64061,0.001240579415,1.240579415
1991-05-22,0,14.05504056,19.44624326,8.664820587,142,0.9740554143,40.48924049,8,19575.19116,0.001167604155,1.167604155
1991-05-23,0,15.07583708,21.70364573,8.448514074,143,1.117245203,40.58371692,7.6,18596.43161,0.001109223947,1.109223947
1991-05-24,0,14.54421572,21.7510121,7.338569461,144,1.148733412,40.67485342,7.2,17617.67205,0.001050843739,1.050843739
1991-05-25,0,12.99307217,20.13433425,5.853187173,145,1.091000051,40.76264617,6.9,16883.60238,0.001007058584,1.007058584
1991-05-26,0,11.36575777,17.84025476,4.892378383,146,0.9859650358,40.84709183,6.8,16638.91249,0.0009924635316,0.9924635316
1991-05-27,0,11.97809988,19.34244651,4.613888569,147,1.075789855,40.92818749,6.5,15904.84282,0.0009486783758,0.9486783758
1991-05-28,0,11.97471769,18.89686502,5.052980224,148,1.04484327,41.00593064,6.2,15170.77315,0.00090489322,0.90489322
1991-05-29,0,11.81798439,19.10196797,4.535529829,149,1.068055521,41.08031915,5.9,14436.70348,0.0008611080642,0.8611080642
1991-05-30,6.068629301,7.988964702,13.09221104,2.88667333,150,0.7797650937,41.15135125,5.8,14192.01359,0.0008465130123,0.8465130123
1991-05-31,0,9.02144665,15.26401221,2.779016008,151,0.8984666507,41.21902549,5.6,13702.63381,0.0008173229084,0.8173229084
